points,value,error
2273, 0.5130, -0.0105
2274, 0.5057, -0.0178
2275, 0.5358, 0.0123
2276, 0.5211, -0.0024
2277, 0.5279, 0.0044
2278, 0.5255, 0.0020
2279, 0.5195, -0.0040
2280, 0.5254, 0.0019
2281, 0.5432, 0.0197
2282, 0.5223, -0.0012
2283, 0.5085, -0.0150
2284, 0.5210, -0.0025
2285, 0.5046, -0.0189
2286, 0.5210, -0.0025
2287, 0.5142, -0.0093
2288, 0.5271, 0.0036
2289, 0.5264, 0.0029
2290, 0.5179, -0.0056
2291, 0.5255, 0.0020
2292, 0.5375, 0.0140
2293, 0.5037, -0.0198
2294, 0.5344, 0.0109
2295, 0.5242, 0.0007
2296, 0.4952, -0.0283
2297, 0.5220, -0.0015
2298, 0.4970, -0.0265
2299, 0.5141, -0.0094
2300, 0.5287, 0.0052
2301, 0.5120, -0.0115
2302, 0.5139, -0.0096
2303, 0.5167, -0.0068
2304, 0.5109, -0.0126
2305, 0.5128, -0.0107
2306, 0.5282, 0.0047
2307, 0.5219, -0.0016
2308, 0.5178, -0.0057
2309, 0.5219, -0.0016
2310, 0.5390, 0.0155
2311, 0.5180, -0.0055
2312, 0.5130, -0.0105
2313, 0.5413, 0.0178
2314, 0.5264, 0.0029
2315, 0.5292, 0.0057
2316, 0.5458, 0.0223
2317, 0.5373, 0.0138
2318, 0.5315, 0.0080
2319, 0.5170, -0.0065
2320, 0.5060, -0.0175
2321, 0.5149, -0.0086
2322, 0.5263, 0.0028
2323, 0.5222, -0.0013
2324, 0.5168, -0.0067
2325, 0.5320, 0.0085
2326, 0.5353, 0.0118
2327, 0.5440, 0.0205
2328, 0.5198, -0.0037
2329, 0.5247, 0.0012
2330, 0.5253, 0.0018
2331, 0.5054, -0.0181
2332, 0.5300, 0.0065
2333, 0.5161, -0.0074
2334, 0.5300, 0.0065
2335, 0.5259, 0.0024
2336, 0.5235, 0.0000
2337, 0.5058, -0.0177
2338, 0.5192, -0.0043
2339, 0.5160, -0.0075
2340, 0.5346, 0.0111
2341, 0.5323, 0.0088
2342, 0.5290, 0.0055
2343, 0.5241, 0.0006
2344, 0.5107, -0.0128
2345, 0.5420, 0.0185
2346, 0.5171, -0.0064
2347, 0.5288, 0.0053
2348, 0.5383, 0.0148
2349, 0.5215, -0.0020
2350, 0.5174, -0.0061
2351, 0.5228, -0.0007
2352, 0.5298, 0.0063
2353, 0.5125, -0.0110
2354, 0.5123, -0.0112
2355, 0.5202, -0.0033
2356, 0.5314, 0.0079
2357, 0.5397, 0.0162
2358, 0.5360, 0.0125
2359, 0.5244, 0.0009
2360, 0.5055, -0.0180
2361, 0.5100, -0.0135
2362, 0.5284, 0.0049
2363, 0.5273, 0.0038
2364, 0.5212, -0.0023
2365, 0.5442, 0.0207
2366, 0.5114, -0.0121
2367, 0.5218, -0.0017
2368, 0.5186, -0.0049
2369, 0.5272, 0.0037
2370, 0.5186, -0.0049
2371, 0.4973, -0.0262
2372, 0.5274, 0.0039
2373, 0.5247, 0.0012
2374, 0.5320, 0.0085
2375, 0.5385, 0.0150
2376, 0.5181, -0.0054
2377, 0.5255, 0.0020
2378, 0.5088, -0.0147
2379, 0.5343, 0.0108
2380, 0.5248, 0.0013
2381, 0.5313, 0.0078
2382, 0.5243, 0.0008
2383, 0.5300, 0.0065
2384, 0.5214, -0.0021
2385, 0.5187, -0.0048
2386, 0.5193, -0.0042
2387, 0.5224, -0.0011
2388, 0.5314, 0.0079
2389, 0.5366, 0.0131
2390, 0.5264, 0.0029
2391, 0.5299, 0.0064
2392, 0.5217, -0.0018
2393, 0.5295, 0.0060
2394, 0.5259, 0.0024
2395, 0.5161, -0.0074
2396, 0.5179, -0.0056
2397, 0.5269, 0.0034
2398, 0.5267, 0.0032
2399, 0.5077, -0.0158
2400, 0.5254, 0.0019
2401, 0.5256, 0.0021
2402, 0.5183, -0.0052
2403, 0.5069, -0.0166
2404, 0.5183, -0.0052
2405, 0.5401, 0.0166
2406, 0.5187, -0.0048
2407, 0.5280, 0.0045
2408, 0.5403, 0.0168
2409, 0.5347, 0.0112
2410, 0.5253, 0.0018
2411, 0.5268, 0.0033
2412, 0.5211, -0.0024
2413, 0.5321, 0.0086
2414, 0.5240, 0.0005
2415, 0.5201, -0.0034
2416, 0.5120, -0.0115
2417, 0.5387, 0.0152
2418, 0.5141, -0.0094
2419, 0.5267, 0.0032
2420, 0.5190, -0.0045
2421, 0.5229, -0.0006
2422, 0.5157, -0.0078
2423, 0.5113, -0.0122
2424, 0.5190, -0.0045
2425, 0.5270, 0.0035
2426, 0.5408, 0.0173
2427, 0.5192, -0.0043
2428, 0.5309, 0.0074
2429, 0.5364, 0.0129
2430, 0.5206, -0.0029
2431, 0.5150, -0.0085
2432, 0.5189, -0.0046
2433, 0.5101, -0.0134
2434, 0.5082, -0.0153
2435, 0.5170, -0.0065
2436, 0.5156, -0.0079
2437, 0.5174, -0.0061
2438, 0.5316, 0.0081
2439, 0.5182, -0.0053
2440, 0.5266, 0.0031
2441, 0.5145, -0.0090
2442, 0.5078, -0.0157
2443, 0.5190, -0.0045
2444, 0.5266, 0.0031
2445, 0.5145, -0.0090
2446, 0.5135, -0.0100
2447, 0.5088, -0.0147
2448, 0.5282, 0.0047
2449, 0.5312, 0.0077
2450, 0.5335, 0.0100
2451, 0.5275, 0.0040
2452, 0.5151, -0.0084
2453, 0.5153, -0.0082
2454, 0.5253, 0.0018
2455, 0.5136, -0.0099
2456, 0.5314, 0.0079
2457, 0.5295, 0.0060
2458, 0.5195, -0.0040
2459, 0.5303, 0.0068
2460, 0.5150, -0.0085
2461, 0.5270, 0.0035
2462, 0.5158, -0.0077
2463, 0.5270, 0.0035
2464, 0.5325, 0.0090
2465, 0.5262, 0.0027
2466, 0.5182, -0.0053
2467, 0.5156, -0.0079
2468, 0.5296, 0.0061
2469, 0.5217, -0.0018
2470, 0.5166, -0.0069
2471, 0.5217, -0.0018
2472, 0.5206, -0.0029
2473, 0.5164, -0.0071
2474, 0.5247, 0.0012
2475, 0.5253, 0.0018
2476, 0.5307, 0.0072
2477, 0.5248, 0.0013
2478, 0.5230, -0.0005
2479, 0.5280, 0.0045
2480, 0.5460, 0.0225
2481, 0.5292, 0.0057
2482, 0.5338, 0.0103
2483, 0.5155, -0.0080
2484, 0.5427, 0.0192
2485, 0.5239, 0.0004
2486, 0.5265, 0.0030
2487, 0.5223, -0.0012
2488, 0.4984, -0.0251
2489, 0.5147, -0.0088
2490, 0.5353, 0.0118
2491, 0.5331, 0.0096
2492, 0.5377, 0.0142
2493, 0.5187, -0.0048
2494, 0.5084, -0.0151
2495, 0.5407, 0.0172
2496, 0.4992, -0.0243
2497, 0.5150, -0.0085
2498, 0.5096, -0.0139
2499, 0.5350, 0.0115
2500, 0.5184, -0.0051
2501, 0.5346, 0.0111
2502, 0.5136, -0.0099
2503, 0.5354, 0.0119
2504, 0.5028, -0.0207
2505, 0.5309, 0.0074
2506, 0.5343, 0.0108
2507, 0.5241, 0.0006
2508, 0.5327, 0.0092
2509, 0.5305, 0.0070
2510, 0.5155, -0.0080
2511, 0.5436, 0.0201
2512, 0.5307, 0.0072
2513, 0.5209, -0.0026
2514, 0.5191, -0.0044
2515, 0.5137, -0.0098
2516, 0.5219, -0.0016
2517, 0.5236, 0.0001
2518, 0.5266, 0.0031
2519, 0.5260, 0.0025
2520, 0.5345, 0.0110
2521, 0.5113, -0.0122
2522, 0.5285, 0.0050
2523, 0.5331, 0.0096
2524, 0.5107, -0.0128
2525, 0.5125, -0.0110
2526, 0.5166, -0.0069
2527, 0.5168, -0.0067
2528, 0.5289, 0.0054
2529, 0.5093, -0.0142
2530, 0.5439, 0.0204
2531, 0.5279, 0.0044
2532, 0.5383, 0.0148
2533, 0.5266, 0.0031
2534, 0.5284, 0.0049
2535, 0.5353, 0.0118
2536, 0.5221, -0.0014
2537, 0.5302, 0.0067
2538, 0.5260, 0.0025
2539, 0.5124, -0.0111
2540, 0.5441, 0.0206
2541, 0.5466, 0.0231
2542, 0.5303, 0.0068
2543, 0.5159, -0.0076
2544, 0.5204, -0.0031
2545, 0.5167, -0.0068
2546, 0.5086, -0.0149
2547, 0.5245, 0.0010
2548, 0.4894, -0.0341
2549, 0.5371, 0.0136
2550, 0.5216, -0.0019
2551, 0.5225, -0.0010
2552, 0.5270, 0.0035
2553, 0.5233, -0.0002
2554, 0.5345, 0.0110
2555, 0.5268, 0.0033
2556, 0.5153, -0.0082
2557, 0.5178, -0.0057
2558, 0.5125, -0.0110
2559, 0.5248, 0.0013
2560, 0.5156, -0.0079
2561, 0.4979, -0.0256
2562, 0.5156, -0.0079
2563, 0.5189, -0.0046
2564, 0.5140, -0.0095
2565, 0.5189, -0.0046
2566, 0.5253, 0.0018
2567, 0.5185, -0.0050
2568, 0.5331, 0.0096
2569, 0.5247, 0.0012
2570, 0.5179, -0.0056
2571, 0.5251, 0.0016
2572, 0.5432, 0.0197
2573, 0.5262, 0.0027
2574, 0.5272, 0.0037
2575, 0.5130, -0.0105
2576, 0.5252, 0.0017
2577, 0.5324, 0.0089
2578, 0.5337, 0.0102
2579, 0.5355, 0.0120
2580, 0.5349, 0.0114
2581, 0.5219, -0.0016
2582, 0.5194, -0.0041
2583, 0.5316, 0.0081
2584, 0.5104, -0.0131
2585, 0.5207, -0.0028
2586, 0.5151, -0.0084
2587, 0.5338, 0.0103
2588, 0.5348, 0.0113
2589, 0.5203, -0.0032
2590, 0.5216, -0.0019
2591, 0.5253, 0.0018
2592, 0.5166, -0.0069
2593, 0.5253, 0.0018
2594, 0.5366, 0.0131
2595, 0.5125, -0.0110
2596, 0.5220, -0.0015
2597, 0.5318, 0.0083
2598, 0.5246, 0.0011
2599, 0.5290, 0.0055
2600, 0.5108, -0.0127
2601, 0.5352, 0.0117
2602, 0.5327, 0.0092
2603, 0.5125, -0.0110
2604, 0.5200, -0.0035
2605, 0.5213, -0.0022
2606, 0.5261, 0.0026
2607, 0.5263, 0.0028
2608, 0.5234, -0.0001
2609, 0.5289, 0.0054
2610, 0.5356, 0.0121
2611, 0.5450, 0.0215
2612, 0.5165, -0.0070
2613, 0.5343, 0.0108
2614, 0.5402, 0.0167
2615, 0.5086, -0.0149
2616, 0.5134, -0.0101
2617, 0.5162, -0.0073
2618, 0.5321, 0.0086
2619, 0.5265, 0.0030
2620, 0.5416, 0.0181
2621, 0.5189, -0.0046
2622, 0.5221, -0.0014
2623, 0.5303, 0.0068
2624, 0.5198, -0.0037
2625, 0.5082, -0.0153
2626, 0.5316, 0.0081
2627, 0.5196, -0.0039
2628, 0.5464, 0.0229
2629, 0.5143, -0.0092
2630, 0.5365, 0.0130
2631, 0.5196, -0.0039
2632, 0.5300, 0.0065
2633, 0.5359, 0.0124
2634, 0.5182, -0.0053
2635, 0.5381, 0.0146
2636, 0.5144, -0.0091
2637, 0.5385, 0.0150
2638, 0.5288, 0.0053
2639, 0.5260, 0.0025
2640, 0.5223, -0.0012
2641, 0.5203, -0.0032
2642, 0.5246, 0.0011
2643, 0.5157, -0.0078
2644, 0.5321, 0.0086
2645, 0.5335, 0.0100
2646, 0.5363, 0.0128
2647, 0.5236, 0.0001
2648, 0.5132, -0.0103
2649, 0.5277, 0.0042
2650, 0.5049, -0.0186
2651, 0.5364, 0.0129
2652, 0.5238, 0.0003
2653, 0.5288, 0.0053
2654, 0.5426, 0.0191
2655, 0.5288, 0.0053
2656, 0.5407, 0.0172
2657, 0.5220, -0.0015
2658, 0.5128, -0.0107
2659, 0.5269, 0.0034
2660, 0.5436, 0.0201
2661, 0.5163, -0.0072
2662, 0.5079, -0.0156
2663, 0.5141, -0.0094
2664, 0.5270, 0.0035
2665, 0.5253, 0.0018
2666, 0.5206, -0.0029
2667, 0.5231, -0.0004
2668, 0.5277, 0.0042
2669, 0.5339, 0.0104
2670, 0.5390, 0.0155
2671, 0.5084, -0.0151
2672, 0.5382, 0.0147
2673, 0.5166, -0.0069
2674, 0.5224, -0.0011
2675, 0.5252, 0.0017
2676, 0.5153, -0.0082
2677, 0.5222, -0.0013
2678, 0.5138, -0.0097
2679, 0.5230, -0.0005
2680, 0.5261, 0.0026
2681, 0.5214, -0.0021
2682, 0.5179, -0.0056
2683, 0.5173, -0.0062
2684, 0.5145, -0.0090
2685, 0.5296, 0.0061
2686, 0.5201, -0.0034
2687, 0.5329, 0.0094
2688, 0.5190, -0.0045
2689, 0.5262, 0.0027
2690, 0.5193, -0.0042
2691, 0.5191, -0.0044
2692, 0.5085, -0.0150
2693, 0.5165, -0.0070
2694, 0.5319, 0.0084
2695, 0.5161, -0.0074
2696, 0.5200, -0.0035
2697, 0.5447, 0.0212
2698, 0.5289, 0.0054
2699, 0.5206, -0.0029
2700, 0.5400, 0.0165
2701, 0.5165, -0.0070
2702, 0.5204, -0.0031
2703, 0.5283, 0.0048
2704, 0.5433, 0.0198
2705, 0.5342, 0.0107
2706, 0.5314, 0.0079
2707, 0.5135, -0.0100
2708, 0.5133, -0.0102
2709, 0.5253, 0.0018
2710, 0.5148, -0.0087
2711, 0.5260, 0.0025
2712, 0.5085, -0.0150
2713, 0.5337, 0.0102
2714, 0.5273, 0.0038
2715, 0.5105, -0.0130
2716, 0.5085, -0.0150
2717, 0.5127, -0.0108
2718, 0.5272, 0.0037
2719, 0.5351, 0.0116
2720, 0.5375, 0.0140
2721, 0.5204, -0.0031
2722, 0.5334, 0.0099
2723, 0.5174, -0.0061
2724, 0.5308, 0.0073
2725, 0.5292, 0.0057
2726, 0.5257, 0.0022
2727, 0.5211, -0.0024
2728, 0.5062, -0.0173
2729, 0.5229, -0.0006
2730, 0.5249, 0.0014
2731, 0.5156, -0.0079
2732, 0.5062, -0.0173
2733, 0.5159, -0.0076
2734, 0.5249, 0.0014
2735, 0.5287, 0.0052
2736, 0.5164, -0.0071
2737, 0.5469, 0.0234
2738, 0.5299, 0.0064
2739, 0.5068, -0.0167
2740, 0.5190, -0.0045
2741, 0.5243, 0.0008
2742, 0.5274, 0.0039
2743, 0.5293, 0.0058
2744, 0.5219, -0.0016
2745, 0.5144, -0.0091
2746, 0.5240, 0.0005
2747, 0.5300, 0.0065
2748, 0.5189, -0.0046
2749, 0.5235, -0.0000
2750, 0.5138, -0.0097
2751, 0.5158, -0.0077
2752, 0.5432, 0.0197
2753, 0.5311, 0.0076
2754, 0.5290, 0.0055
2755, 0.5220, -0.0015
2756, 0.5207, -0.0028
2757, 0.5154, -0.0081
2758, 0.5250, 0.0015
2759, 0.5176, -0.0059
2760, 0.5406, 0.0171
2761, 0.5302, 0.0067
2762, 0.5246, 0.0011
2763, 0.5201, -0.0034
2764, 0.5116, -0.0119
2765, 0.5042, -0.0193
2766, 0.5293, 0.0058
2767, 0.5143, -0.0092
2768, 0.5202, -0.0033
2769, 0.5125, -0.0110
2770, 0.4949, -0.0286
2771, 0.5323, 0.0088
2772, 0.5328, 0.0093
2773, 0.5308, 0.0073
2774, 0.5191, -0.0044
2775, 0.5301, 0.0066
2776, 0.5238, 0.0003
2777, 0.5236, 0.0001
2778, 0.5230, -0.0005
2779, 0.5290, 0.0055
2780, 0.5198, -0.0037
2781, 0.5167, -0.0068
2782, 0.5176, -0.0059
2783, 0.5250, 0.0015
2784, 0.5266, 0.0031
2785, 0.5239, 0.0004
2786, 0.5165, -0.0070
2787, 0.5178, -0.0057
2788, 0.5165, -0.0070
2789, 0.5203, -0.0032
2790, 0.5341, 0.0106
2791, 0.5285, 0.0050
2792, 0.5272, 0.0037
2793, 0.5245, 0.0010
2794, 0.5326, 0.0091
2795, 0.5306, 0.0071
2796, 0.5372, 0.0137
2797, 0.5295, 0.0060
2798, 0.5322, 0.0087
2799, 0.5363, 0.0128
2800, 0.5225, -0.0010
2801, 0.5095, -0.0140
2802, 0.5268, 0.0033
2803, 0.5252, 0.0017
2804, 0.5282, 0.0047
2805, 0.5323, 0.0088
2806, 0.5260, 0.0025
2807, 0.5255, 0.0020
2808, 0.5061, -0.0174
2809, 0.5101, -0.0134
2810, 0.5217, -0.0018
2811, 0.5443, 0.0208
2812, 0.5196, -0.0039
2813, 0.4931, -0.0304
2814, 0.5274, 0.0039
2815, 0.5151, -0.0084
2816, 0.5213, -0.0022
2817, 0.5211, -0.0024
2818, 0.5060, -0.0175
2819, 0.5286, 0.0051
2820, 0.5255, 0.0020
2821, 0.5172, -0.0063
2822, 0.5220, -0.0015
2823, 0.5243, 0.0008
2824, 0.5258, 0.0023
2825, 0.5281, 0.0046
2826, 0.5234, -0.0001
2827, 0.5115, -0.0120
2828, 0.5103, -0.0132
2829, 0.5207, -0.0028
2830, 0.5173, -0.0062
2831, 0.5196, -0.0039
2832, 0.5410, 0.0175
2833, 0.5079, -0.0156
2834, 0.5483, 0.0248
2835, 0.5259, 0.0024
2836, 0.5335, 0.0100
2837, 0.5266, 0.0031
2838, 0.5388, 0.0153
2839, 0.5195, -0.0040
2840, 0.5165, -0.0070
2841, 0.5181, -0.0054
2842, 0.5246, 0.0011
2843, 0.5164, -0.0071
2844, 0.5355, 0.0120
2845, 0.5139, -0.0096
2846, 0.5218, -0.0017
2847, 0.5321, 0.0086
2848, 0.5249, 0.0014
2849, 0.5265, 0.0030
2850, 0.5098, -0.0137
2851, 0.5181, -0.0054
2852, 0.5207, -0.0028
2853, 0.5335, 0.0100
2854, 0.5235, -0.0000
2855, 0.5191, -0.0044
2856, 0.5140, -0.0095
2857, 0.5184, -0.0051
2858, 0.5224, -0.0011
2859, 0.5275, 0.0040
2860, 0.5301, 0.0066
2861, 0.5292, 0.0057
2862, 0.5192, -0.0043
2863, 0.5323, 0.0088
2864, 0.5237, 0.0002
2865, 0.5340, 0.0105
2866, 0.5248, 0.0013
2867, 0.5120, -0.0115
2868, 0.5192, -0.0043
2869, 0.5274, 0.0039
2870, 0.5049, -0.0186
2871, 0.5218, -0.0017
2872, 0.5425, 0.0190
2873, 0.5204, -0.0031
2874, 0.5164, -0.0071
2875, 0.5179, -0.0056
2876, 0.5156, -0.0079
2877, 0.5249, 0.0014
2878, 0.5358, 0.0123
2879, 0.5033, -0.0202
2880, 0.5240, 0.0005
2881, 0.5144, -0.0091
2882, 0.5291, 0.0056
2883, 0.5234, -0.0001
2884, 0.5277, 0.0042
2885, 0.5227, -0.0008
2886, 0.5191, -0.0044
2887, 0.5223, -0.0012
2888, 0.5474, 0.0239
2889, 0.5147, -0.0088
2890, 0.5280, 0.0045
2891, 0.5085, -0.0150
2892, 0.5353, 0.0118
2893, 0.5088, -0.0147
2894, 0.5197, -0.0038
2895, 0.5199, -0.0036
2896, 0.5231, -0.0004
2897, 0.5126, -0.0109
2898, 0.5317, 0.0082
2899, 0.5102, -0.0133
2900, 0.5245, 0.0010
2901, 0.5350, 0.0115
2902, 0.5124, -0.0111
2903, 0.5088, -0.0147
2904, 0.4979, -0.0256
2905, 0.5349, 0.0114
2906, 0.5162, -0.0073
2907, 0.5304, 0.0069
2908, 0.5327, 0.0092
2909, 0.5253, 0.0018
2910, 0.5323, 0.0088
2911, 0.5125, -0.0110
2912, 0.5299, 0.0064
2913, 0.5064, -0.0171
2914, 0.5196, -0.0039
2915, 0.5383, 0.0148
2916, 0.5333, 0.0098
2917, 0.5190, -0.0045
2918, 0.5446, 0.0211
2919, 0.5289, 0.0054
2920, 0.5349, 0.0114
2921, 0.5115, -0.0120
2922, 0.5366, 0.0131
2923, 0.5299, 0.0064
2924, 0.5342, 0.0107
2925, 0.5217, -0.0018
2926, 0.5287, 0.0052
2927, 0.5125, -0.0110
2928, 0.5181, -0.0054
2929, 0.5388, 0.0153
2930, 0.5362, 0.0127
2931, 0.5309, 0.0074
2932, 0.5174, -0.0061
2933, 0.5247, 0.0012
2934, 0.5269, 0.0034
2935, 0.5233, -0.0002
2936, 0.5160, -0.0075
2937, 0.5315, 0.0080
2938, 0.5320, 0.0085
2939, 0.5373, 0.0138
2940, 0.5241, 0.0006
2941, 0.5298, 0.0063
2942, 0.5170, -0.0065
2943, 0.5236, 0.0001
2944, 0.5031, -0.0204
2945, 0.5233, -0.0002
2946, 0.5251, 0.0016
2947, 0.5127, -0.0108
2948, 0.5234, -0.0001
2949, 0.5154, -0.0081
2950, 0.5231, -0.0004
2951, 0.5232, -0.0003
2952, 0.5332, 0.0097
2953, 0.5293, 0.0058
2954, 0.4966, -0.0269
2955, 0.5195, -0.0040
2956, 0.5169, -0.0066
2957, 0.5225, -0.0010
2958, 0.5281, 0.0046
2959, 0.5083, -0.0152
2960, 0.5348, 0.0113
2961, 0.5377, 0.0142
2962, 0.5311, 0.0076
2963, 0.5430, 0.0195
2964, 0.5118, -0.0117
2965, 0.5191, -0.0044
2966, 0.5172, -0.0063
2967, 0.5221, -0.0014
2968, 0.5361, 0.0126
2969, 0.5264, 0.0029
2970, 0.5337, 0.0102
2971, 0.5200, -0.0035
2972, 0.5252, 0.0017
2973, 0.5187, -0.0048
2974, 0.5323, 0.0088
2975, 0.5277, 0.0042
2976, 0.5114, -0.0121
2977, 0.5274, 0.0039
2978, 0.5225, -0.0010
2979, 0.5136, -0.0099
2980, 0.5208, -0.0027
2981, 0.5253, 0.0018
2982, 0.5439, 0.0204
2983, 0.5287, 0.0052
2984, 0.5057, -0.0178
2985, 0.5330, 0.0095
2986, 0.5188, -0.0047
2987, 0.5390, 0.0155
2988, 0.5234, -0.0001
2989, 0.5259, 0.0024
2990, 0.5247, 0.0012
2991, 0.5222, -0.0013
2992, 0.5247, 0.0012
2993, 0.4982, -0.0253
2994, 0.5084, -0.0151
2995, 0.5152, -0.0083
2996, 0.5150, -0.0085
2997, 0.5295, 0.0060
2998, 0.5067, -0.0168
2999, 0.5195, -0.0040
